Datetime,Open,High,Low,Close,Volume,Adj Close,Prediction,pointpos,Portfolio Value,Cumulative Returns,Drawdown
2024-07-12 15:05:00+00:00,57921.99,57921.99,57823.46,57860.01,1367181,2085,0,,10000.0,,0.0
2024-07-12 15:06:00+00:00,57860.0,57910.0,57852.68,57910.0,880342,1813,0,,10000.0,0.0,0.0
2024-07-12 15:07:00+00:00,57909.99,57932.16,57860.0,57932.16,1174317,1132,0,,10000.0,0.0,0.0
2024-07-12 15:08:00+00:00,57932.16,57932.16,57893.66,57899.99,612633,1047,0,,10000.0,0.0,0.0
2024-07-12 15:09:00+00:00,57900.0,57943.34,57880.12,57893.46,720665,1293,0,,10000.0,0.0,0.0
2024-07-12 15:10:00+00:00,57893.45,57957.23,57892.01,57946.01,1101227,1427,0,,10000.0,0.0,0.0
2024-07-12 15:11:00+00:00,57946.0,57974.0,57938.37,57955.41,1041251,1086,0,,10000.0,0.0,0.0
2024-07-12 15:12:00+00:00,57955.42,57976.32,57940.0,57940.01,1606995,1362,0,,10000.0,0.0,0.0
2024-07-12 15:13:00+00:00,57940.01,57962.0,57926.04,57954.58,1600978,1536,0,,10000.0,0.0,0.0
2024-07-12 15:14:00+00:00,57954.58,57966.35,57942.0,57943.62,1546351,1043,0,,10000.0,0.0,0.0
2024-07-12 15:15:00+00:00,57943.61,57978.18,57943.61,57966.01,1936687,1249,0,,10000.0,0.0,0.0
2024-07-12 15:16:00+00:00,57966.01,57966.01,57946.0,57950.12,1422130,1101,0,,10000.0,0.0,0.0
2024-07-12 15:17:00+00:00,57950.11,57950.12,57880.0,57924.02,940591,1338,0,,10000.0,0.0,0.0
2024-07-12 15:18:00+00:00,57924.01,57924.02,57877.57,57880.01,1199388,934,0,,10000.0,0.0,0.0
2024-07-12 15:19:00+00:00,57880.0,57890.0,57860.01,57860.63,613191,1141,0,,10000.0,0.0,0.0
2024-07-12 15:20:00+00:00,57860.63,57883.76,57821.91,57848.32,2225358,1416,0,,10000.0,0.0,0.0
2024-07-12 15:21:00+00:00,57848.32,57901.72,57848.31,57864.93,1779251,1396,0,,10000.0,0.0,0.0
2024-07-12 15:22:00+00:00,57864.92,57907.34,57846.85,57907.34,1439205,1075,0,,10000.0,0.0,0.0
2024-07-12 15:23:00+00:00,57907.34,57913.14,57864.01,57864.02,1239177,1043,0,,10000.0,0.0,0.0
2024-07-12 15:24:00+00:00,57864.02,57944.36,57860.0,57926.98,1933076,2051,0,,10000.0,0.0,0.0
2024-07-12 15:25:00+00:00,57926.97,57986.3,57922.01,57986.3,1637719,1584,0,,10000.0,0.0,0.0
2024-07-12 15:26:00+00:00,57986.3,57996.0,57957.05,57996.0,2394293,1718,0,,10000.0,0.0,0.0
2024-07-12 15:27:00+00:00,57995.99,58212.0,57990.0,58206.01,7405061,6128,0,,10000.0,0.0,0.0
2024-07-12 15:28:00+00:00,58206.0,58206.0,58157.98,58186.01,2517887,2469,0,,10000.0,0.0,0.0
2024-07-12 15:29:00+00:00,58186.0,58202.49,58139.44,58173.45,1366635,1855,0,,10000.0,0.0,0.0
2024-07-12 15:30:00+00:00,58173.44,58218.0,58152.03,58180.38,2346468,2601,0,,10000.0,0.0,0.0
2024-07-12 15:31:00+00:00,58180.38,58214.82,58150.0,58150.11,1800106,2082,0,,10000.0,0.0,0.0
2024-07-12 15:32:00+00:00,58150.12,58164.01,58081.66,58105.97,1420622,2357,0,,10000.0,0.0,0.0
2024-07-12 15:33:00+00:00,58105.98,58129.78,58076.01,58076.02,1338775,1650,0,,10000.0,0.0,0.0
2024-07-12 15:34:00+00:00,58076.02,58090.0,57994.0,57994.0,2399887,2316,0,,10000.0,0.0,0.0
2024-07-12 15:35:00+00:00,57994.01,58001.84,57923.55,57942.0,1589481,2414,0,,10000.0,0.0,0.0
2024-07-12 15:36:00+00:00,57941.99,58005.6,57940.0,57976.01,807503,1289,0,,10000.0,0.0,0.0
2024-07-12 15:37:00+00:00,57976.01,58023.99,57963.67,57963.68,704393,1008,0,,10000.0,0.0,0.0
2024-07-12 15:38:00+00:00,57963.68,57963.68,57920.0,57961.98,611160,876,0,,10000.0,0.0,0.0
2024-07-12 15:39:00+00:00,57961.99,58020.02,57961.99,57970.01,1542315,1206,0,,10000.0,0.0,0.0
2024-07-12 15:40:00+00:00,57970.01,57998.58,57970.0,57998.58,622685,892,0,,10000.0,0.0,0.0
2024-07-12 15:41:00+00:00,57998.57,58020.0,57975.02,57982.01,735461,1057,0,,10000.0,0.0,0.0
2024-07-12 15:42:00+00:00,57982.01,58024.0,57972.0,58006.0,744830,1044,0,,10000.0,0.0,0.0
2024-07-12 15:43:00+00:00,58005.99,58008.0,57980.0,57988.0,459633,1080,0,,10000.0,0.0,0.0
2024-07-12 15:44:00+00:00,57987.99,58001.88,57980.0,57997.41,441452,792,0,,10000.0,0.0,0.0
2024-07-12 15:45:00+00:00,57997.41,58005.44,57920.0,57948.01,1314693,1571,0,,10000.0,0.0,0.0
2024-07-12 15:46:00+00:00,57948.01,58018.07,57944.85,58018.07,1478874,1474,0,,10000.0,0.0,0.0
2024-07-12 15:47:00+00:00,58018.06,58018.07,57979.99,58010.0,956123,1268,0,,10000.0,0.0,0.0
2024-07-12 15:48:00+00:00,58010.0,58074.56,58009.99,58066.94,1791919,1475,0,,10000.0,0.0,0.0
2024-07-12 15:49:00+00:00,58066.94,58066.94,58030.0,58054.0,701660,1121,0,,10000.0,0.0,0.0
2024-07-12 15:50:00+00:00,58053.99,58064.99,58030.57,58064.99,342841,764,0,,10000.0,0.0,0.0
2024-07-12 15:51:00+00:00,58064.99,58097.59,58062.01,58097.59,587108,948,0,,10000.0,0.0,0.0
2024-07-12 15:52:00+00:00,58097.59,58184.19,58097.59,58184.18,2256538,2058,0,,10000.0,0.0,0.0
2024-07-12 15:53:00+00:00,58184.18,58203.35,58180.0,58183.66,3148676,1512,0,,10000.0,0.0,0.0
2024-07-12 15:54:00+00:00,58183.65,58198.0,58143.79,58154.0,1397706,1498,0,,10000.0,0.0,0.0
2024-07-12 15:55:00+00:00,58154.0,58154.0,58140.13,58148.0,621535,798,0,,10000.0,0.0,0.0
2024-07-12 15:56:00+00:00,58148.0,58243.83,58147.99,58238.24,2811079,1900,0,,10000.0,0.0,0.0
2024-07-12 15:57:00+00:00,58238.23,58278.0,58228.85,58238.61,3116643,2486,0,,10000.0,0.0,0.0
2024-07-12 15:58:00+00:00,58238.61,58247.29,58203.99,58240.0,1125407,1387,0,,10000.0,0.0,0.0
2024-07-12 15:59:00+00:00,58240.0,58240.01,58182.31,58214.0,1443496,1892,0,,10000.0,0.0,0.0
2024-07-12 16:00:00+00:00,58213.99,58247.53,58154.0,58157.43,2174101,2667,0,,10000.0,0.0,0.0
2024-07-12 16:01:00+00:00,58157.43,58187.99,58151.62,58174.0,1038384,1476,0,,10000.0,0.0,0.0
2024-07-12 16:02:00+00:00,58174.0,58210.0,58162.0,58166.0,1109688,1626,0,,10000.0,0.0,0.0
2024-07-12 16:03:00+00:00,58166.0,58176.0,58149.37,58166.83,1083280,890,0,,10000.0,0.0,0.0
2024-07-12 16:04:00+00:00,58166.83,58170.37,58154.0,58166.0,729680,1516,0,,10000.0,0.0,0.0
2024-07-12 16:05:00+00:00,58165.99,58168.0,58152.91,58155.18,539911,854,0,,10000.0,0.0,0.0
2024-07-12 16:06:00+00:00,58155.17,58155.18,58075.47,58075.48,1625636,1467,0,,10000.0,0.0,0.0
2024-07-12 16:07:00+00:00,58075.48,58119.35,58038.0,58085.98,1858588,1448,0,,10000.0,0.0,0.0
2024-07-12 16:08:00+00:00,58085.97,58092.0,58062.0,58064.01,499081,935,0,,10000.0,0.0,0.0
